match,home_team,away_team,market_name,player_name,player_team,opposition_team,line,over_price,under_price,prop_id,under_prop_id,agency
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Steven Kwan,Cleveland Guardians,Chicago White Sox,0.5,1.26,NA,795386,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Jose Ramirez,NA,NA,0.5,1.3,NA,795387,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Josh Naylor,Cleveland Guardians,Chicago White Sox,0.5,1.33,NA,795388,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Andres Gimenez,NA,NA,0.5,1.42,NA,795389,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Daniel Schneemann,Cleveland Guardians,Chicago White Sox,0.5,1.42,NA,795390,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,David Fry,Cleveland Guardians,Chicago White Sox,0.5,1.45,NA,795396,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Tyler Freeman,Cleveland Guardians,Chicago White Sox,0.5,1.48,NA,795397,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Brayan Rocchio,Cleveland Guardians,Chicago White Sox,0.5,1.55,NA,795398,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Bo Naylor,Cleveland Guardians,Chicago White Sox,0.5,1.58,NA,795399,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Andrew Benintendi,Chicago White Sox,Cleveland Guardians,0.5,1.32,NA,795400,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Tommy Pham,Chicago White Sox,Cleveland Guardians,0.5,1.36,NA,795407,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Andrew Vaughn,Chicago White Sox,Cleveland Guardians,0.5,1.38,NA,795408,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Nicky Lopez,Chicago White Sox,Cleveland Guardians,0.5,1.42,NA,795409,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Luis Robert Jr.,Chicago White Sox,Cleveland Guardians,0.5,1.45,NA,795410,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Lenyn Sosa,Chicago White Sox,Cleveland Guardians,0.5,1.5,NA,795415,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Paul DeJong,Chicago White Sox,Cleveland Guardians,0.5,1.55,NA,795417,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Steven Kwan,Cleveland Guardians,Chicago White Sox,1.5,2.25,NA,795419,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Jose Ramirez,NA,NA,1.5,2.5,NA,795420,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Josh Naylor,Cleveland Guardians,Chicago White Sox,1.5,2.5,NA,795427,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Daniel Schneemann,Cleveland Guardians,Chicago White Sox,1.5,2.9,NA,795428,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Andres Gimenez,NA,NA,1.5,3,NA,795429,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,David Fry,Cleveland Guardians,Chicago White Sox,1.5,3.1,NA,795430,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Tyler Freeman,Cleveland Guardians,Chicago White Sox,1.5,3.3,NA,795431,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Brayan Rocchio,Cleveland Guardians,Chicago White Sox,1.5,3.6,NA,795432,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Bo Naylor,Cleveland Guardians,Chicago White Sox,1.5,3.75,NA,795433,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Andrew Benintendi,Chicago White Sox,Cleveland Guardians,1.5,2.5,NA,795434,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Tommy Pham,Chicago White Sox,Cleveland Guardians,1.5,2.6,NA,795436,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Andrew Vaughn,Chicago White Sox,Cleveland Guardians,1.5,2.8,NA,795437,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Luis Robert Jr.,Chicago White Sox,Cleveland Guardians,1.5,2.9,NA,795438,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Nicky Lopez,Chicago White Sox,Cleveland Guardians,1.5,3,NA,795439,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Lenyn Sosa,Chicago White Sox,Cleveland Guardians,1.5,3.3,NA,795440,NA,TAB
Cleveland Guardians v Chicago White Sox,Cleveland Guardians,Chicago White Sox,Player Hits,Paul DeJong,Chicago White Sox,Cleveland Guardians,1.5,3.5,NA,795441,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Bryan De La Cruz,Miami Marlins,Boston Red Sox,0.5,1.4,NA,795699,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Otto Lopez,Miami Marlins,Boston Red Sox,0.5,1.45,NA,795700,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Jake Burger,Miami Marlins,Boston Red Sox,0.5,1.45,NA,795707,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Jesus Sanchez,NA,NA,0.5,1.5,NA,795708,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Josh Bell,Miami Marlins,Boston Red Sox,0.5,1.5,NA,795709,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Nick Gordon,Miami Marlins,Boston Red Sox,0.5,1.55,NA,795710,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Xavier Edwards,NA,NA,0.5,1.58,NA,795717,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Jazz Chisholm Jr.,Miami Marlins,Boston Red Sox,0.5,1.58,NA,795718,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Nick Fortes,Miami Marlins,Boston Red Sox,0.5,1.7,NA,795719,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Rob Refsnyder,Boston Red Sox,Miami Marlins,0.5,1.4,NA,795720,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Jarren Duran,Boston Red Sox,Miami Marlins,0.5,1.42,NA,795728,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Connor Wong,Boston Red Sox,Miami Marlins,0.5,1.5,NA,795729,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Tyler ONeill,NA,NA,0.5,1.5,NA,795730,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Romy Gonzalez,Boston Red Sox,Miami Marlins,0.5,1.52,NA,795740,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Ceddanne Rafaela,Boston Red Sox,Miami Marlins,0.5,1.55,NA,795738,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Rafael Devers,Boston Red Sox,Miami Marlins,0.5,1.55,NA,795739,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Dominic Smith,Boston Red Sox,Miami Marlins,0.5,1.65,NA,795748,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,David Hamilton,Boston Red Sox,Miami Marlins,0.5,1.85,NA,795749,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Bryan De La Cruz,Miami Marlins,Boston Red Sox,1.5,2.9,NA,795750,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Otto Lopez,Miami Marlins,Boston Red Sox,1.5,3,NA,795758,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Jake Burger,Miami Marlins,Boston Red Sox,1.5,3.2,NA,795759,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Josh Bell,Miami Marlins,Boston Red Sox,1.5,3.4,NA,795760,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Jesus Sanchez,NA,NA,1.5,3.4,NA,795769,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Jazz Chisholm Jr.,Miami Marlins,Boston Red Sox,1.5,3.6,NA,795770,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Nick Gordon,Miami Marlins,Boston Red Sox,1.5,3.75,NA,795780,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Xavier Edwards,NA,NA,1.5,3.75,NA,795792,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Nick Fortes,Miami Marlins,Boston Red Sox,1.5,4.5,NA,795793,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Rob Refsnyder,Boston Red Sox,Miami Marlins,1.5,2.9,NA,795794,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Jarren Duran,Boston Red Sox,Miami Marlins,1.5,2.9,NA,795795,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Connor Wong,Boston Red Sox,Miami Marlins,1.5,3.3,NA,795796,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Tyler ONeill,NA,NA,1.5,3.3,NA,795797,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Rafael Devers,Boston Red Sox,Miami Marlins,1.5,3.4,NA,795798,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Ceddanne Rafaela,Boston Red Sox,Miami Marlins,1.5,3.5,NA,795799,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Romy Gonzalez,Boston Red Sox,Miami Marlins,1.5,3.5,NA,795800,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,Dominic Smith,Boston Red Sox,Miami Marlins,1.5,4,NA,795812,NA,TAB
Miami Marlins v Boston Red Sox,Miami Marlins,Boston Red Sox,Player Hits,David Hamilton,Boston Red Sox,Miami Marlins,1.5,5.25,NA,795813,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Masyn Winn,St. Louis Cardinals,Pittsburgh Pirates,0.5,1.35,NA,795066,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Alec Burleson,St. Louis Cardinals,Pittsburgh Pirates,0.5,1.36,NA,795065,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Paul Goldschmidt,St. Louis Cardinals,Pittsburgh Pirates,0.5,1.45,NA,795067,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Brendan Donovan,St. Louis Cardinals,Pittsburgh Pirates,0.5,1.45,NA,795068,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Willson Contreras,NA,NA,0.5,1.5,NA,795069,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Nolan Arenado,St. Louis Cardinals,Pittsburgh Pirates,0.5,1.5,NA,795070,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Michael Siani,St. Louis Cardinals,Pittsburgh Pirates,0.5,1.75,NA,795071,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Nolan Gorman,St. Louis Cardinals,Pittsburgh Pirates,0.5,1.8,NA,795064,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Matt Carpenter,St. Louis Cardinals,Pittsburgh Pirates,0.5,1.85,NA,795072,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Bryan Reynolds,Pittsburgh Pirates,St. Louis Cardinals,0.5,1.28,NA,795055,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Oneil Cruz,Pittsburgh Pirates,St. Louis Cardinals,0.5,1.35,NA,795056,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Andrew McCutchen,Pittsburgh Pirates,St. Louis Cardinals,0.5,1.36,NA,795057,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,KeBryan Hayes,NA,NA,0.5,1.38,NA,795058,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Nick Gonzales,Pittsburgh Pirates,St. Louis Cardinals,0.5,1.38,NA,795059,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Edward Olivares,Pittsburgh Pirates,St. Louis Cardinals,0.5,1.4,NA,795060,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Rowdy Tellez,Pittsburgh Pirates,St. Louis Cardinals,0.5,1.48,NA,795061,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Joey Bart,NA,NA,0.5,1.58,NA,795062,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Jack Suwinski,Pittsburgh Pirates,St. Louis Cardinals,0.5,1.72,NA,795063,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Bryan Reynolds,Pittsburgh Pirates,St. Louis Cardinals,1.5,2.4,NA,795073,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Oneil Cruz,Pittsburgh Pirates,St. Louis Cardinals,1.5,2.6,NA,795074,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Andrew McCutchen,Pittsburgh Pirates,St. Louis Cardinals,1.5,2.7,NA,795075,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Nick Gonzales,Pittsburgh Pirates,St. Louis Cardinals,1.5,2.8,NA,795076,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,KeBryan Hayes,NA,NA,1.5,2.8,NA,795077,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Edward Olivares,Pittsburgh Pirates,St. Louis Cardinals,1.5,2.9,NA,795078,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Rowdy Tellez,Pittsburgh Pirates,St. Louis Cardinals,1.5,3.2,NA,795079,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Joey Bart,NA,NA,1.5,3.75,NA,795080,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Jack Suwinski,Pittsburgh Pirates,St. Louis Cardinals,1.5,4.5,NA,795087,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Masyn Winn,St. Louis Cardinals,Pittsburgh Pirates,1.5,2.6,NA,795088,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Alec Burleson,St. Louis Cardinals,Pittsburgh Pirates,1.5,2.7,NA,795089,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Paul Goldschmidt,St. Louis Cardinals,Pittsburgh Pirates,1.5,3.1,NA,795090,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Brendan Donovan,St. Louis Cardinals,Pittsburgh Pirates,1.5,3.1,NA,795097,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Nolan Arenado,St. Louis Cardinals,Pittsburgh Pirates,1.5,3.3,NA,795098,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Willson Contreras,NA,NA,1.5,3.3,NA,795099,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Nolan Gorman,St. Louis Cardinals,Pittsburgh Pirates,1.5,5,NA,795107,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Michael Siani,St. Louis Cardinals,Pittsburgh Pirates,1.5,5,NA,795100,NA,TAB
Pittsburgh Pirates v St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,Player Hits,Matt Carpenter,St. Louis Cardinals,Pittsburgh Pirates,1.5,5.25,NA,795108,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Luis García Jr.,Washington Nationals,New York Mets,0.5,1.36,NA,796164,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,CJ Abrams,Washington Nationals,New York Mets,0.5,1.4,NA,796165,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Joey Meneses,Washington Nationals,New York Mets,0.5,1.4,NA,796166,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Lane Thomas,Washington Nationals,New York Mets,0.5,1.48,NA,796167,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,James Wood,NA,NA,0.5,1.52,NA,796168,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Jesse Winker,Washington Nationals,New York Mets,0.5,1.62,NA,796170,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Jacob Young,Washington Nationals,New York Mets,0.5,1.65,NA,796171,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Nick Senzel,Washington Nationals,New York Mets,0.5,1.8,NA,796172,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Francisco Lindor,New York Mets,Washington Nationals,0.5,1.35,NA,796173,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Mark Vientos,New York Mets,Washington Nationals,0.5,1.38,NA,796174,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Brandon Nimmo,New York Mets,Washington Nationals,0.5,1.4,NA,796175,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Jose Iglesias,New York Mets,Washington Nationals,0.5,1.42,NA,796176,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Tyrone Taylor,New York Mets,Washington Nationals,0.5,1.45,NA,796177,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Pete Alonso,New York Mets,Washington Nationals,0.5,1.45,NA,796178,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Francisco Alvarez,New York Mets,Washington Nationals,0.5,1.45,NA,796179,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Luis Torrens,NA,NA,0.5,1.5,NA,796180,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Luis García Jr.,Washington Nationals,New York Mets,0.5,1.36,NA,801006,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,CJ Abrams,Washington Nationals,New York Mets,0.5,1.4,NA,801007,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Joey Meneses,Washington Nationals,New York Mets,0.5,1.4,NA,801008,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Lane Thomas,Washington Nationals,New York Mets,0.5,1.48,NA,801009,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,James Wood,NA,NA,0.5,1.52,NA,801010,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Jesse Winker,Washington Nationals,New York Mets,0.5,1.62,NA,801012,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Jacob Young,Washington Nationals,New York Mets,0.5,1.65,NA,801013,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Nick Senzel,Washington Nationals,New York Mets,0.5,1.8,NA,801014,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Francisco Lindor,New York Mets,Washington Nationals,0.5,1.35,NA,801015,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Mark Vientos,New York Mets,Washington Nationals,0.5,1.38,NA,801016,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Brandon Nimmo,New York Mets,Washington Nationals,0.5,1.4,NA,801017,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Jose Iglesias,New York Mets,Washington Nationals,0.5,1.42,NA,801018,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Pete Alonso,New York Mets,Washington Nationals,0.5,1.45,NA,801020,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Tyrone Taylor,New York Mets,Washington Nationals,0.5,1.45,NA,801019,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Francisco Alvarez,New York Mets,Washington Nationals,0.5,1.45,NA,801021,NA,TAB
