match,home_team,away_team,market_name,player_name,player_team,opposition_team,line,over_price,under_price,prop_id,under_prop_id,agency
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Luis Torrens,NA,NA,0.5,1.5,NA,801022,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Luis García Jr.,Washington Nationals,New York Mets,1.5,2.7,NA,796194,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,CJ Abrams,Washington Nationals,New York Mets,1.5,2.9,NA,796195,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Joey Meneses,Washington Nationals,New York Mets,1.5,2.9,NA,796196,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Lane Thomas,Washington Nationals,New York Mets,1.5,3.3,NA,796197,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,James Wood,NA,NA,1.5,3.5,NA,796198,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Jesse Winker,Washington Nationals,New York Mets,1.5,4,NA,796200,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Jacob Young,Washington Nationals,New York Mets,1.5,4,NA,796215,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Nick Senzel,Washington Nationals,New York Mets,1.5,5,NA,796216,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Francisco Lindor,New York Mets,Washington Nationals,1.5,2.5,NA,796217,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Mark Vientos,New York Mets,Washington Nationals,1.5,2.7,NA,796218,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Brandon Nimmo,New York Mets,Washington Nationals,1.5,2.7,NA,796219,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Jose Iglesias,New York Mets,Washington Nationals,1.5,2.9,NA,796220,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Francisco Alvarez,New York Mets,Washington Nationals,1.5,3.1,NA,796240,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Pete Alonso,New York Mets,Washington Nationals,1.5,3.1,NA,796248,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Tyrone Taylor,New York Mets,Washington Nationals,1.5,3.1,NA,796249,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Luis Torrens,NA,NA,1.5,3.3,NA,796250,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Luis García Jr.,Washington Nationals,New York Mets,1.5,2.7,NA,801024,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,CJ Abrams,Washington Nationals,New York Mets,1.5,2.9,NA,801025,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Joey Meneses,Washington Nationals,New York Mets,1.5,2.9,NA,801026,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Lane Thomas,Washington Nationals,New York Mets,1.5,3.3,NA,801027,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,James Wood,NA,NA,1.5,3.5,NA,801028,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Jesse Winker,Washington Nationals,New York Mets,1.5,4,NA,801030,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Jacob Young,Washington Nationals,New York Mets,1.5,4,NA,801031,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Nick Senzel,Washington Nationals,New York Mets,1.5,5,NA,801032,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Francisco Lindor,New York Mets,Washington Nationals,1.5,2.5,NA,801033,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Mark Vientos,New York Mets,Washington Nationals,1.5,2.7,NA,801034,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Brandon Nimmo,New York Mets,Washington Nationals,1.5,2.7,NA,801035,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Jose Iglesias,New York Mets,Washington Nationals,1.5,2.9,NA,801036,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Francisco Alvarez,New York Mets,Washington Nationals,1.5,3.1,NA,801037,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Pete Alonso,New York Mets,Washington Nationals,1.5,3.1,NA,801038,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Tyrone Taylor,New York Mets,Washington Nationals,1.5,3.1,NA,801039,NA,TAB
Washington Nationals v New York Mets,Washington Nationals,New York Mets,Player Hits,Luis Torrens,NA,NA,1.5,3.3,NA,801040,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,Anthony Volpe,New York Yankees,Cincinnati Reds,0.5,1.36,NA,796650,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,Aaron Judge,New York Yankees,Cincinnati Reds,0.5,1.45,NA,796651,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,Juan Soto,New York Yankees,Cincinnati Reds,0.5,1.52,NA,796652,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,J.D. Davis,NA,NA,0.5,1.52,NA,796654,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,DJ LeMahieu,New York Yankees,Cincinnati Reds,0.5,1.55,NA,796653,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,Gleyber Torres,New York Yankees,Cincinnati Reds,0.5,1.55,NA,796655,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,Jose Trevino,New York Yankees,Cincinnati Reds,0.5,1.62,NA,796656,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,Alex Verdugo,New York Yankees,Cincinnati Reds,0.5,1.62,NA,796657,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,Oswaldo Cabrera,New York Yankees,Cincinnati Reds,0.5,1.68,NA,796658,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,Tyler Stephenson,Cincinnati Reds,New York Yankees,0.5,1.4,NA,796659,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,Spencer Steer,Cincinnati Reds,New York Yankees,0.5,1.45,NA,796660,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,Santiago Espinal,Cincinnati Reds,New York Yankees,0.5,1.45,NA,796661,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,Jonathan India,Cincinnati Reds,New York Yankees,0.5,1.5,NA,796663,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,Jeimer Candelario,Cincinnati Reds,New York Yankees,0.5,1.52,NA,796662,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,Elly De La Cruz,Cincinnati Reds,New York Yankees,0.5,1.62,NA,796664,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,Anthony Volpe,New York Yankees,Cincinnati Reds,1.5,2.7,NA,796668,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,Aaron Judge,New York Yankees,Cincinnati Reds,1.5,3.2,NA,796669,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,Juan Soto,New York Yankees,Cincinnati Reds,1.5,3.3,NA,796670,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,J.D. Davis,NA,NA,1.5,3.4,NA,796671,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,Gleyber Torres,New York Yankees,Cincinnati Reds,1.5,3.5,NA,796672,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,DJ LeMahieu,New York Yankees,Cincinnati Reds,1.5,3.5,NA,796673,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,Jose Trevino,New York Yankees,Cincinnati Reds,1.5,3.75,NA,796674,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,Alex Verdugo,New York Yankees,Cincinnati Reds,1.5,4,NA,796675,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,Oswaldo Cabrera,New York Yankees,Cincinnati Reds,1.5,4.25,NA,796676,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,Tyler Stephenson,Cincinnati Reds,New York Yankees,1.5,2.9,NA,796677,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,Spencer Steer,Cincinnati Reds,New York Yankees,1.5,3.1,NA,796678,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,Santiago Espinal,Cincinnati Reds,New York Yankees,1.5,3.1,NA,796679,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,Jonathan India,Cincinnati Reds,New York Yankees,1.5,3.2,NA,796680,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,Jeimer Candelario,Cincinnati Reds,New York Yankees,1.5,3.4,NA,796681,NA,TAB
New York Yankees v Cincinnati Reds,New York Yankees,Cincinnati Reds,Player Hits,Elly De La Cruz,Cincinnati Reds,New York Yankees,1.5,3.75,NA,796682,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Bo Bichette,NA,NA,0.5,1.28,NA,797060,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Vladimir Guerrero Jr.,Toronto Blue Jays,Houston Astros,0.5,1.32,NA,797070,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,George Springer,Toronto Blue Jays,Houston Astros,0.5,1.38,NA,797080,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Alejandro Kirk,Toronto Blue Jays,Houston Astros,0.5,1.42,NA,797092,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Spencer Horwitz,Toronto Blue Jays,Houston Astros,0.5,1.42,NA,797093,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Ernie Clement,Toronto Blue Jays,Houston Astros,0.5,1.45,NA,797094,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Davis Schneider,Toronto Blue Jays,Houston Astros,0.5,1.52,NA,797095,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Leo Jimenez,NA,NA,0.5,1.52,NA,797096,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Kevin Kiermaier,Toronto Blue Jays,Houston Astros,0.5,1.65,NA,797097,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Yainer Diaz,Houston Astros,Toronto Blue Jays,0.5,1.33,NA,797098,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Jose Altuve,Houston Astros,Toronto Blue Jays,0.5,1.35,NA,797099,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Mauricio Dubón,Houston Astros,Toronto Blue Jays,0.5,1.36,NA,797112,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Jeremy Peña,Houston Astros,Toronto Blue Jays,0.5,1.36,NA,797100,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Alex Bregman,Houston Astros,Toronto Blue Jays,0.5,1.38,NA,797113,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Yordan Alvarez,Houston Astros,Toronto Blue Jays,0.5,1.38,NA,797114,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Jake Meyers,Houston Astros,Toronto Blue Jays,0.5,1.48,NA,797115,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Chas McCormick,Houston Astros,Toronto Blue Jays,0.5,1.62,NA,797116,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Joey Loperfido,Houston Astros,Toronto Blue Jays,0.5,1.85,NA,797117,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Bo Bichette,NA,NA,1.5,2.3,NA,797118,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Vladimir Guerrero Jr.,Toronto Blue Jays,Houston Astros,1.5,2.4,NA,797119,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,George Springer,Toronto Blue Jays,Houston Astros,1.5,2.7,NA,797120,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Alejandro Kirk,Toronto Blue Jays,Houston Astros,1.5,3,NA,797140,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Spencer Horwitz,Toronto Blue Jays,Houston Astros,1.5,3,NA,797139,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Ernie Clement,Toronto Blue Jays,Houston Astros,1.5,3.1,NA,797190,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Davis Schneider,Toronto Blue Jays,Houston Astros,1.5,3.4,NA,797198,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Leo Jimenez,NA,NA,1.5,3.4,NA,797199,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Kevin Kiermaier,Toronto Blue Jays,Houston Astros,1.5,4.25,NA,797200,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Jose Altuve,Houston Astros,Toronto Blue Jays,1.5,2.4,NA,797208,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Yainer Diaz,Houston Astros,Toronto Blue Jays,1.5,2.5,NA,797209,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Alex Bregman,Houston Astros,Toronto Blue Jays,1.5,2.5,NA,797228,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Mauricio Dubón,Houston Astros,Toronto Blue Jays,1.5,2.6,NA,797210,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Jeremy Peña,Houston Astros,Toronto Blue Jays,1.5,2.7,NA,797220,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Yordan Alvarez,Houston Astros,Toronto Blue Jays,1.5,2.7,NA,797229,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Jake Meyers,Houston Astros,Toronto Blue Jays,1.5,3.1,NA,797230,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Chas McCormick,Houston Astros,Toronto Blue Jays,1.5,3.75,NA,797250,NA,TAB
Toronto Blue Jays v Houston Astros,Toronto Blue Jays,Houston Astros,Player Hits,Joey Loperfido,Houston Astros,Toronto Blue Jays,1.5,5.25,NA,797260,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Matt Chapman,San Francisco Giants,Atlanta Braves,0.5,1.48,NA,798139,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Luis Matos,San Francisco Giants,Atlanta Braves,0.5,1.5,NA,798140,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Heliot Ramos,San Francisco Giants,Atlanta Braves,0.5,1.52,NA,798147,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Jorge Soler,San Francisco Giants,Atlanta Braves,0.5,1.52,NA,798148,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Patrick Bailey,San Francisco Giants,Atlanta Braves,0.5,1.55,NA,798149,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Austin Slater,San Francisco Giants,Atlanta Braves,0.5,1.6,NA,798150,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Nick Ahmed,San Francisco Giants,Atlanta Braves,0.5,1.72,NA,798157,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,David Villar,San Francisco Giants,Atlanta Braves,0.5,1.8,NA,798138,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Tyler Fitzgerald,NA,NA,0.5,1.85,NA,798158,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Marcell Ozuna,Atlanta Braves,San Francisco Giants,0.5,1.33,NA,798117,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Austin Riley,Atlanta Braves,San Francisco Giants,0.5,1.36,NA,798118,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Ozzie Albies,Atlanta Braves,San Francisco Giants,0.5,1.38,NA,798119,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Jarred Kelenic,Atlanta Braves,San Francisco Giants,0.5,1.45,NA,798120,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Matt Olson,Atlanta Braves,San Francisco Giants,0.5,1.5,NA,798127,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Sean Murphy,Atlanta Braves,San Francisco Giants,0.5,1.52,NA,798128,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Adam Duvall,Atlanta Braves,San Francisco Giants,0.5,1.55,NA,798129,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Orlando Arcia,Atlanta Braves,San Francisco Giants,0.5,1.55,NA,798130,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Forrest Wall,Atlanta Braves,San Francisco Giants,0.5,1.65,NA,798137,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Marcell Ozuna,Atlanta Braves,San Francisco Giants,1.5,2.6,NA,798159,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Ozzie Albies,Atlanta Braves,San Francisco Giants,1.5,2.7,NA,798160,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Austin Riley,Atlanta Braves,San Francisco Giants,1.5,2.8,NA,798167,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Jarred Kelenic,Atlanta Braves,San Francisco Giants,1.5,3.1,NA,798168,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Sean Murphy,Atlanta Braves,San Francisco Giants,1.5,3.3,NA,798169,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Matt Olson,Atlanta Braves,San Francisco Giants,1.5,3.4,NA,798170,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Adam Duvall,Atlanta Braves,San Francisco Giants,1.5,3.6,NA,798177,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Orlando Arcia,Atlanta Braves,San Francisco Giants,1.5,3.75,NA,798178,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Forrest Wall,Atlanta Braves,San Francisco Giants,1.5,4.25,NA,798179,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Matt Chapman,San Francisco Giants,Atlanta Braves,1.5,3.2,NA,798180,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Luis Matos,San Francisco Giants,Atlanta Braves,1.5,3.3,NA,798189,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Jorge Soler,San Francisco Giants,Atlanta Braves,1.5,3.3,NA,798187,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Heliot Ramos,San Francisco Giants,Atlanta Braves,1.5,3.4,NA,798188,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Patrick Bailey,San Francisco Giants,Atlanta Braves,1.5,3.5,NA,798190,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Austin Slater,San Francisco Giants,Atlanta Braves,1.5,3.75,NA,798197,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Nick Ahmed,San Francisco Giants,Atlanta Braves,1.5,4.5,NA,798198,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,David Villar,San Francisco Giants,Atlanta Braves,1.5,4.75,NA,798199,NA,TAB
Atlanta Braves v San Francisco Giants,Atlanta Braves,San Francisco Giants,Player Hits,Tyler Fitzgerald,NA,NA,1.5,5,NA,798200,NA,TAB
Chicago Cubs v Philadelphia Phillies,Chicago Cubs,Philadelphia Phillies,Player Hits,Nico Hoerner,Chicago Cubs,Philadelphia Phillies,0.5,1.45,NA,798824,NA,TAB
Chicago Cubs v Philadelphia Phillies,Chicago Cubs,Philadelphia Phillies,Player Hits,Cody Bellinger,Chicago Cubs,Philadelphia Phillies,0.5,1.48,NA,798825,NA,TAB
